Year,Country,Sport,GoldCount,SilverCount,BronzeCount
1980,DEN,Aquatics,0,0,1
1980,DEN,Cycling,0,0,1
1980,DEN,Sailing,1,1,0
1980,DEN,Shooting,1,0,0
1980,ESP,Aquatics,0,0,1
1980,ESP,Athletics,0,1,0
1980,ESP,Canoe / Kayak,0,1,1
1980,ESP,Hockey,0,1,0
1980,ESP,Sailing,1,0,0
1980,ETH,Athletics,2,0,2
1980,FIN,Archery,1,0,1
1980,FIN,Athletics,0,1,1
1980,FIN,Rowing,1,0,0
1980,FIN,Sailing,1,0,1
1980,FIN,Wrestling,0,0,1
1980,FRA,Athletics,0,0,1
1980,FRA,Canoe / Kayak,0,1,0
1980,FRA,Cycling,0,2,0
1980,FRA,Fencing,4,1,1
1980,FRA,Judo,2,1,1
1980,GBR,Aquatics,1,3,1
1980,GBR,Athletics,4,2,4
1980,GBR,Boxing,0,0,1
1980,GBR,Judo,0,1,1
1980,GBR,Rowing,0,1,2
1980,GDR,Aquatics,14,11,9
1980,GDR,Athletics,11,8,10
1980,GDR,Boxing,1,0,5
1980,GDR,Canoe / Kayak,4,1,3
1980,GDR,Cycling,2,2,0
1980,GDR,Football,0,1,0
1980,GDR,Gymnastics,2,3,6
1980,GDR,Handball,1,0,1
1980,GDR,Judo,1,0,4
1980,GDR,Rowing,11,1,2
1980,GDR,Sailing,0,1,0
1980,GDR,Shooting,0,5,1
1980,GDR,Volleyball,0,1,0
1980,GDR,Weightlifting,0,2,1
1980,GDR,Wrestling,0,1,0
1980,GRE,Sailing,0,0,1
1980,GRE,Wrestling,1,0,1
1980,GUY,Boxing,0,0,1
1980,HUN,Aquatics,1,2,2
1980,HUN,Boxing,0,0,2
1980,HUN,Canoe / Kayak,1,1,1
1980,HUN,Fencing,0,2,3
1980,HUN,Gymnastics,1,0,1
1980,HUN,Judo,0,0,2
1980,HUN,Modern Pentathlon,0,2,0
1980,HUN,Sailing,0,0,1
1980,HUN,Shooting,1,0,0
1980,HUN,Weightlifting,1,0,1
1980,HUN,Wrestling,2,3,2
1980,IND,Hockey,1,0,0
1980,IRL,Boxing,0,0,1
1980,IRL,Sailing,0,1,0
1980,ITA,Aquatics,0,0,1
1980,ITA,Archery,0,0,1
1980,ITA,Athletics,3,0,1
1980,ITA,Basketball,0,1,0
1980,ITA,Boxing,1,0,0
1980,ITA,Equestrian,1,2,0
1980,ITA,Fencing,0,1,0
1980,ITA,Judo,1,0,0
1980,ITA,Sailing,0,0,1
1980,ITA,Shooting,1,0,0
1980,ITA,Wrestling,1,0,0
1980,JAM,Athletics,0,0,2
1980,JAM,Cycling,0,0,1
1980,LIB,Wrestling,0,0,1
1980,MEX,Aquatics,0,1,0
1980,MEX,Equestrian,0,0,5
1980,MGL,Judo,0,1,1
1980,MGL,Wrestling,0,1,1
1980,NED,Aquatics,0,0,1
1980,NED,Athletics,0,1,0
1980,NED,Judo,0,0,1
1980,POL,Aquatics,0,0,1
1980,POL,Athletics,2,4,1
1980,POL,Boxing,0,1,4
1980,POL,Cycling,0,1,0
1980,POL,Equestrian,1,1,0
1980,POL,Fencing,0,1,2
1980,POL,Judo,0,0,1
1980,POL,Rowing,0,1,1
1980,POL,Weightlifting,0,0,3
1980,POL,Wrestling,0,5,2
1980,PRK,Boxing,0,0,1
1980,PRK,Weightlifting,0,1,1
1980,PRK,Wrestling,0,2,0
1980,ROU,Boxing,0,0,2
1980,ROU,Canoe / Kayak,1,2,2
1980,ROU,Equestrian,0,0,1
1980,ROU,Gymnastics,2,3,2
1980,ROU,Handball,0,0,1
1980,ROU,Rowing,1,0,2
1980,ROU,Shooting,1,0,0
1980,ROU,Volleyball,0,0,1
1980,ROU,Wrestling,1,1,2
1980,SUI,Cycling,1,0,0
1980,SUI,Judo,1,0,0
1980,SWE,Aquatics,2,2,1
1980,SWE,Fencing,1,0,0
1980,SWE,Modern Pentathlon,0,0,1
1980,SWE,Sailing,0,0,1
1980,SWE,Shooting,0,1,1
1980,SWE,Wrestling,0,0,2
1980,TAN,Athletics,0,2,0
1980,TCH,Athletics,0,2,0
1980,TCH,Boxing,0,0,1
1980,TCH,Cycling,0,0,2
1980,TCH,Football,1,0,0
1980,TCH,Gymnastics,0,0,1
1980,TCH,Hockey,0,1,0
1980,TCH,Judo,0,0,1
1980,TCH,Rowing,0,0,1
1980,TCH,Weightlifting,1,0,1
1980,TCH,Wrestling,0,0,2
1980,UGA,Boxing,0,1,0
1980,URS,Aquatics,11,11,7
1980,URS,Archery,1,2,0
1980,URS,Athletics,15,14,12
1980,URS,Basketball,1,0,1
1980,URS,Boxing,1,6,1
1980,URS,Canoe / Kayak,4,2,2
1980,URS,Cycling,3,1,2
1980,URS,Equestrian,4,3,2
1980,URS,Fencing,3,3,2
1980,URS,Football,0,0,1
1980,URS,Gymnastics,9,8,5
1980,URS,Handball,1,1,0
1980,URS,Hockey,0,0,2
1980,URS,Judo,2,1,2
1980,URS,Modern Pentathlon,2,0,1
1980,URS,Rowing,1,9,2
1980,URS,Sailing,1,1,1
1980,URS,Shooting,3,1,1
1980,URS,Volleyball,2,0,0
1980,URS,Weightlifting,5,3,0
1980,URS,Wrestling,12,3,2
1980,VEN,Boxing,0,1,0
1980,YUG,Aquatics,0,1,0
1980,YUG,Basketball,1,0,1
1980,YUG,Boxing,1,0,0
1980,YUG,Handball,0,1,0
1980,YUG,Judo,0,0,1
1980,YUG,Rowing,0,1,1
1980,YUG,Wrestling,0,0,1
1980,ZIM,Hockey,1,0,0
1984,ALG,Boxing,0,0,2
1984,AUS,Aquatics,1,5,6
1984,AUS,Athletics,1,1,1
1984,AUS,Canoe / Kayak,0,0,1
1984,AUS,Cycling,1,0,0
1984,AUS,Rowing,0,1,2
1984,AUS,Sailing,0,0,1
1984,AUS,Shooting,0,0,1
1984,AUS,Weightlifting,1,1,0
1984,AUT,Judo,1,0,1
1984,AUT,Shooting,0,1,0
1984,BEL,Aquatics,0,0,1
1984,BEL,Cycling,1,0,0
1984,BEL,Rowing,0,1,1
1984,BRA,Aquatics,0,1,0
1984,BRA,Athletics,1,0,0
1984,BRA,Football,0,1,0
1984,BRA,Judo,0,1,2
1984,BRA,Sailing,0,1,0
1984,BRA,Volleyball,0,1,0
1984,CAN,Aquatics,5,5,3
1984,CAN,Athletics,0,2,3
1984,CAN,Boxing,0,2,1
1984,CAN,Canoe / Kayak,2,2,2
1984,CAN,Cycling,0,2,0
1984,CAN,Gymnastics,1,0,0
1984,CAN,Judo,0,0,1
1984,CAN,Rowing,1,2,3
1984,CAN,Sailing,0,1,2
1984,CAN,Shooting,1,0,0
1984,CAN,Weightlifting,0,1,0
1984,CAN,Wrestling,0,1,1
1984,CHN,Aquatics,1,1,1
1984,CHN,Archery,0,1,0
1984,CHN,Athletics,0,0,1
1984,CHN,Basketball,0,0,1
1984,CHN,Fencing,1,0,0
1984,CHN,Gymnastics,5,4,2
1984,CHN,Handball,0,0,1
1984,CHN,Shooting,3,0,3
1984,CHN,Volleyball,1,0,0
1984,CHN,Weightlifting,4,2,0
1984,CIV,Athletics,0,1,0
1984,CMR,Boxing,0,0,1
1984,COL,Shooting,0,1,0
1984,DEN,Canoe / Kayak,0,1,1
1984,DEN,Equestrian,0,1,0
1984,DEN,Rowing,0,0,2
1984,DEN,Shooting,0,1,0
1984,DOM,Boxing,0,0,1
1984,EGY,Judo,0,1,0
1984,ESP,Athletics,0,0,1
1984,ESP,Basketball,0,1,0
1984,ESP,Canoe / Kayak,0,0,1
1984,ESP,Rowing,0,1,0
1984,ESP,Sailing,1,0,0
1984,FIN,Athletics,2,1,1
1984,FIN,Boxing,0,0,1
1984,FIN,Rowing,1,0,0
1984,FIN,Shooting,0,0,1
1984,FIN,Weightlifting,0,0,2
1984,FIN,Wrestling,1,1,1
1984,FRA,Aquatics,0,1,1
1984,FRA,Athletics,1,1,2
1984,FRA,Boxing,0,0,1
1984,FRA,Canoe / Kayak,0,1,3
1984,FRA,Cycling,0,0,1
1984,FRA,Fencing,2,2,3
1984,FRA,Football,1,0,0
1984,FRA,Gymnastics,0,0,1
1984,FRA,Judo,0,1,2
1984,FRA,Modern Pentathlon,0,0,1
1984,FRA,Sailing,0,0,1
1984,FRA,Shooting,1,1,0
1984,FRG,Aquatics,2,3,7
1984,FRG,Athletics,4,2,5
1984,FRG,Boxing,0,0,1
1984,FRG,Canoe / Kayak,1,1,1
1984,FRG,Cycling,1,2,2
1984,FRG,Equestrian,2,0,3
1984,FRG,Fencing,2,3,0
1984,FRG,Gymnastics,0,0,1
1984,FRG,Handball,0,1,0
1984,FRG,Hockey,0,2,0
1984,FRG,Judo,1,0,2
1984,FRG,Rowing,1,1,1
1984,FRG,Sailing,0,1,0
1984,FRG,Shooting,0,1,0
1984,FRG,Weightlifting,2,0,1
1984,FRG,Wrestling,1,2,0
1984,GBR,Aquatics,0,1,4
1984,GBR,Athletics,3,7,6
1984,GBR,Boxing,0,0,1
1984,GBR,Equestrian,0,3,1
1984,GBR,Hockey,0,0,1
1984,GBR,Judo,0,1,2
1984,GBR,Rowing,1,0,0
1984,GBR,Sailing,0,0,1
1984,GBR,Shooting,1,0,3
1984,GBR,Weightlifting,0,0,1
1984,GBR,Wrestling,0,0,1
1984,GRE,Wrestling,0,1,1
1984,IRL,Athletics,0,1,0
1984,ISL,Judo,0,0,1
1984,ITA,Athletics,3,1,3
1984,ITA,Boxing,1,2,2
1984,ITA,Cycling,1,0,0
1984,ITA,Fencing,3,1,3
1984,ITA,Judo,0,1,0
1984,ITA,Modern Pentathlon,2,0,1
1984,ITA,Rowing,1,0,0
1984,ITA,Sailing,0,0,1
1984,ITA,Shooting,1,1,1
1984,ITA,Volleyball,0,0,1
1984,ITA,Weightlifting,1,0,0
1984,ITA,Wrestling,1,0,0
1984,JAM,Athletics,0,1,2
1984,JPN,Aquatics,0,0,2
1984,JPN,Archery,0,0,1
1984,JPN,Cycling,0,0,1
1984,JPN,Gymnastics,3,2,3
1984,JPN,Judo,4,0,1
1984,JPN,Shooting,1,0,0
1984,JPN,Volleyball,0,0,1
1984,JPN,Weightlifting,0,0,3
1984,JPN,Wrestling,2,5,2
1984,KEN,Athletics,1,0,1
1984,KEN,Boxing,0,0,1
1984,KOR,Archery,1,0,1
1984,KOR,Basketball,0,1,0
1984,KOR,Boxing,1,1,1
1984,KOR,Handball,0,1,0
1984,KOR,Judo,2,2,1
1984,KOR,Wrestling,2,1,4
1984,MAR,Athletics,2,0,0
1984,MEX,Athletics,2,1,0
1984,MEX,Boxing,0,1,0
1984,MEX,Cycling,0,0,1
1984,MEX,Wrestling,0,1,0
1984,NED,Aquatics,2,1,3
1984,NED,Athletics,1,0,0
1984,NED,Boxing,0,0,1
1984,NED,Canoe / Kayak,0,0,1
1984,NED,Hockey,1,0,0
1984,NED,Rowing,0,1,1
1984,NED,Sailing,1,0,0
1984,NGR,Athletics,0,0,1
1984,NGR,Boxing,0,1,0
1984,NOR,Athletics,0,1,0
1984,NOR,Cycling,0,0,1
1984,NOR,Rowing,0,0,1
1984,NZL,Boxing,0,1,0
1984,NZL,Canoe / Kayak,4,0,0
1984,NZL,Equestrian,1,0,0
1984,NZL,Rowing,1,0,1
1984,NZL,Sailing,2,0,1
1984,PAK,Hockey,1,0,0
1984,PER,Shooting,0,1,0
1984,POR,Athletics,1,0,2
1984,PUR,Boxing,0,1,1
1984,ROU,Aquatics,0,0,1
1984,ROU,Athletics,3,3,4
1984,ROU,Boxing,0,0,1
1984,ROU,Canoe / Kayak,2,1,1
1984,ROU,Fencing,0,1,1
1984,ROU,Gymnastics,4,2,2
1984,ROU,Handball,0,0,1
1984,ROU,Judo,0,0,2
1984,ROU,Rowing,6,2,0
1984,ROU,Shooting,0,1,0
1984,ROU,Weightlifting,2,5,1
1984,ROU,Wrestling,2,1,3
1984,SUI,Aquatics,0,0,1
1984,SUI,Athletics,0,1,0
1984,SUI,Cycling,0,1,0
1984,SUI,Equestrian,0,2,2
1984,SUI,Shooting,0,1,0
1984,SUI,Wrestling,0,0,1
1984,SWE,Aquatics,0,0,2
1984,SWE,Athletics,0,2,1
1984,SWE,Canoe / Kayak,2,4,0
1984,SWE,Equestrian,0,0,1
1984,SWE,Fencing,0,1,0
1984,SWE,Modern Pentathlon,0,1,0
1984,SWE,Shooting,0,1,0
1984,SWE,Wrestling,0,2,2
1984,SYR,Wrestling,0,1,0
1984,THA,Boxing,0,1,0
1984,TPE,Weightlifting,0,0,1
1984,TUR,Boxing,0,0,2
1984,TUR,Wrestling,0,0,1
1984,USA,Aquatics,24,17,3
1984,USA,Archery,1,1,0
1984,USA,Athletics,16,15,9
1984,USA,Basketball,2,0,0
1984,USA,Boxing,9,1,1
1984,USA,Canoe / Kayak,0,0,1
1984,USA,Cycling,4,3,2
1984,USA,Equestrian,5,2,0
1984,USA,Fencing,0,0,1
1984,USA,Gymnastics,5,5,6
1984,USA,Hockey,0,0,1
1984,USA,Judo,0,1,1
1984,USA,Modern Pentathlon,0,1,0
1984,USA,Rowing,2,5,1
1984,USA,Sailing,3,4,0
1984,USA,Shooting,3,1,2
1984,USA,Volleyball,1,1,0
1984,USA,Weightlifting,0,1,1
1984,USA,Wrestling,9,3,1
1984,VEN,Aquatics,0,0,1
1984,VEN,Boxing,0,0,2
1984,YUG,Aquatics,1,0,0
1984,YUG,Basketball,0,0,1
1984,YUG,Boxing,1,1,2
1984,YUG,Canoe / Kayak,1,2,0
1984,YUG,Football,0,0,1
1984,YUG,Handball,2,0,0
1984,YUG,Rowing,0,0,1
1984,YUG,Wrestling,2,1,2
1984,ZAM,Boxing,0,0,1
1988,AHO,Sailing,0,1,0
1988,ARG,Tennis,0,1,0
1988,ARG,Volleyball,0,0,1
1988,AUS,Aquatics,1,1,1
1988,AUS,Athletics,1,1,0
1988,AUS,Boxing,0,1,0
1988,AUS,Canoe / Kayak,0,1,1
1988,AUS,Cycling,0,2,2
1988,AUS,Hockey,1,0,0
1988,AUS,Tennis,0,0,1
1988,AUT,Judo,1,0,0
1988,BEL,Judo,0,0,1
1988,BEL,Shooting,0,0,1
1988,BRA,Athletics,0,1,1
1988,BRA,Football,0,1,0
1988,BRA,Judo,1,0,0
1988,BRA,Sailing,0,0,2
1988,BUL,Aquatics,1,1,1
1988,BUL,Athletics,2,1,1
1988,BUL,Boxing,1,1,0
1988,BUL,Canoe / Kayak,1,1,3
1988,BUL,Gymnastics,1,1,1
1988,BUL,Rowing,0,1,2
1988,BUL,Shooting,1,1,0
1988,BUL,Tennis,0,0,1
1988,BUL,Weightlifting,2,1,1
1988,BUL,Wrestling,1,4,3
1988,CAN,Aquatics,2,1,1
1988,CAN,Athletics,0,0,1
1988,CAN,Boxing,1,1,1
1988,CAN,Equestrian,0,0,2
1988,CAN,Sailing,0,0,1
1988,CHI,Shooting,0,1,0
1988,CHN,Aquatics,2,6,2
1988,CHN,Athletics,0,0,1
1988,CHN,Gymnastics,1,0,1
1988,CHN,Rowing,0,1,1
1988,CHN,Shooting,0,1,1
1988,CHN,Table Tennis,2,2,1
1988,CHN,Volleyball,0,0,1
1988,CHN,Weightlifting,0,1,4
1988,COL,Boxing,0,0,1
1988,CRC,Aquatics,0,1,0
1988,DEN,Aquatics,0,1,0
1988,DEN,Cycling,1,0,0
1988,DEN,Sailing,1,0,1
1988,DJI,Athletics,0,0,1
1988,ESP,Aquatics,0,0,1
1988,ESP,Sailing,1,0,0
1988,ESP,Shooting,0,0,1
1988,ESP,Tennis,0,1,0
1988,FIN,Athletics,1,0,1
1988,FIN,Wrestling,0,1,1
1988,FRA,Aquatics,0,0,2
1988,FRA,Athletics,0,0,1
1988,FRA,Boxing,0,1,0
1988,FRA,Canoe / Kayak,0,0,1
1988,FRA,Equestrian,1,1,1
1988,FRA,Fencing,2,1,0
1988,FRA,Judo,1,0,1
1988,FRA,Sailing,2,0,0
1988,FRA,Shooting,0,1,0
1988,FRG,Aquatics,1,1,1
1988,FRG,Athletics,0,1,3
1988,FRG,Boxing,0,0,1
1988,FRG,Cycling,0,2,2
1988,FRG,Equestrian,5,0,1
1988,FRG,Fencing,3,3,1
1988,FRG,Football,0,0,1
1988,FRG,Hockey,0,1,0
1988,FRG,Judo,0,2,0
1988,FRG,Rowing,1,1,1
1988,FRG,Shooting,1,1,1
1988,FRG,Tennis,1,0,1
1988,FRG,Weightlifting,0,1,2
1988,FRG,Wrestling,0,1,0
1988,GBR,Aquatics,1,1,1
1988,GBR,Archery,0,0,1
1988,GBR,Athletics,0,6,2
1988,GBR,Boxing,0,0,1
1988,GBR,Equestrian,0,3,1
1988,GBR,Hockey,1,0,0
1988,GBR,Judo,0,0,1
1988,GBR,Modern Pentathlon,0,0,1
1988,GBR,Rowing,1,0,1
1988,GBR,Sailing,1,0,0
1988,GBR,Shooting,1,1,0
1988,GDR,Aquatics,11,8,9
1988,GDR,Athletics,6,11,10
1988,GDR,Boxing,2,1,0
1988,GDR,Canoe / Kayak,3,4,2
1988,GDR,Cycling,3,2,1
1988,GDR,Fencing,0,1,0
1988,GDR,Gymnastics,1,3,4
1988,GDR,Judo,0,2,1
1988,GDR,Rowing,8,1,1
1988,GDR,Sailing,1,0,0
1988,GDR,Shooting,1,1,0
1988,GDR,Weightlifting,1,1,1
1988,GDR,Wrestling,0,0,1
1988,GRE,Wrestling,0,0,1
1988,HUN,Aquatics,4,2,0
1988,HUN,Boxing,0,0,1
1988,HUN,Canoe / Kayak,2,1,1
1988,HUN,Fencing,1,0,2
1988,HUN,Gymnastics,1,0,0
1988,HUN,Modern Pentathlon,2,0,0
1988,HUN,Shooting,0,0,2
1988,HUN,Weightlifting,0,2,0
1988,HUN,Wrestling,1,1,0
1988,INA,Archery,0,1,0
1988,IRI,Wrestling,0,1,0
1988,ISV,Sailing,0,1,0
1988,ITA,Aquatics,0,0,1
1988,ITA,Athletics,1,1,1
1988,ITA,Boxing,1,0,0
1988,ITA,Fencing,1,1,2
1988,ITA,Modern Pentathlon,0,2,0
1988,ITA,Rowing,2,0,0
1988,ITA,Wrestling,1,0,0
1988,JAM,Athletics,0,2,0
1988,JPN,Aquatics,1,0,2
1988,JPN,Gymnastics,0,0,2
1988,JPN,Judo,1,0,3
1988,JPN,Shooting,0,1,0
1988,JPN,Wrestling,2,2,0
1988,KEN,Athletics,4,2,1
1988,KEN,Boxing,1,0,1
1988,KOR,Archery,3,2,1
1988,KOR,Boxing,2,1,1
1988,KOR,Gymnastics,0,0,1
1988,KOR,Handball,1,1,0
1988,KOR,Hockey,0,1,0
1988,KOR,Judo,2,0,1
1988,KOR,Shooting,0,1,0
1988,KOR,Table Tennis,2,1,1
1988,KOR,Weightlifting,0,1,1
1988,KOR,Wrestling,2,2,5
1988,MAR,Athletics,1,0,1
1988,MAR,Boxing,0,0,1
1988,MEX,Aquatics,0,0,1
1988,MEX,Boxing,0,0,1
1988,MGL,Boxing,0,0,1
1988,NED,Aquatics,0,1,0
1988,NED,Boxing,0,0,1
1988,NED,Canoe / Kayak,0,0,1
1988,NED,Cycling,1,1,0
1988,NED,Hockey,0,0,2
1988,NED,Judo,0,0,1
1988,NED,Rowing,1,0,0
1988,NOR,Handball,0,1,0
1988,NOR,Rowing,0,1,0
1988,NOR,Sailing,0,1,0
1988,NOR,Shooting,1,0,0
1988,NOR,Wrestling,1,0,0
1988,NZL,Aquatics,0,0,2
1988,NZL,Canoe / Kayak,1,1,1
1988,NZL,Equestrian,1,0,2
1988,NZL,Rowing,0,0,3
1988,NZL,Sailing,1,1,1
1988,PAK,Boxing,0,0,1
1988,PER,Volleyball,0,1,0
1988,PHI,Boxing,0,0,1
1988,POL,Aquatics,0,0,1
1988,POL,Boxing,0,0,4
1988,POL,Canoe / Kayak,0,1,2
1988,POL,Cycling,0,1,0
1988,POL,Fencing,0,1,0
1988,POL,Judo,1,1,0
1988,POL,Weightlifting,0,0,1
1988,POL,Wrestling,1,1,1
1988,POR,Athletics,1,0,0
1988,ROU,Aquatics,0,1,1
1988,ROU,Athletics,1,1,0
1988,ROU,Boxing,0,1,0
1988,ROU,Gymnastics,3,3,3
1988,ROU,Rowing,1,4,2
1988,ROU,Shooting,1,0,0
1988,ROU,Weightlifting,0,1,0
1988,ROU,Wrestling,1,0,0
1988,SEN,Athletics,0,1,0
1988,SUI,Athletics,0,0,1
1988,SUI,Equestrian,0,2,1
1988,SUI,Rowing,0,1,0
1988,SUR,Aquatics,1,0,0
1988,SWE,Aquatics,0,1,0
1988,SWE,Athletics,0,0,1
1988,SWE,Boxing,0,1,1
1988,SWE,Cycling,0,0,1
1988,SWE,Sailing,0,1,0
1988,SWE,Shooting,0,1,0
1988,SWE,Table Tennis,0,0,1
1988,SWE,Tennis,0,0,2
1988,SWE,Wrestling,0,0,1
1988,TCH,Athletics,1,1,0
1988,TCH,Shooting,1,1,0
1988,TCH,Tennis,1,1,1
1988,TCH,Wrestling,0,0,1
1988,THA,Boxing,0,0,1
1988,TUR,Weightlifting,1,0,0
1988,TUR,Wrestling,0,1,0
1988,URS,Aquatics,2,2,6
1988,URS,Archery,0,0,1
1988,URS,Athletics,10,6,10
1988,URS,Basketball,1,0,1
1988,URS,Boxing,1,1,2
1988,URS,Canoe / Kayak,3,3,0
1988,URS,Cycling,4,1,2
1988,URS,Fencing,1,1,3
1988,URS,Football,1,0,0
1988,URS,Gymnastics,11,5,4
1988,URS,Handball,1,0,1
1988,URS,Judo,0,1,4
1988,URS,Modern Pentathlon,0,0,1
1988,URS,Rowing,0,2,1
1988,URS,Sailing,0,1,1
1988,URS,Shooting,4,1,6
1988,URS,Volleyball,1,1,0
1988,URS,Weightlifting,6,2,0
1988,URS,Wrestling,8,4,3
1988,USA,Aquatics,10,10,6
1988,USA,Archery,1,1,1
1988,USA,Athletics,13,7,6
1988,USA,Basketball,1,0,1
1988,USA,Boxing,3,3,2
1988,USA,Canoe / Kayak,2,0,0
1988,USA,Cycling,0,0,1
1988,USA,Equestrian,0,3,0
1988,USA,Gymnastics,0,0,1
1988,USA,Judo,0,1,1
1988,USA,Rowing,0,2,1
1988,USA,Sailing,1,2,2
1988,USA,Shooting,0,1,0
1988,USA,Tennis,2,1,2
1988,USA,Volleyball,1,0,0
1988,USA,Wrestling,2,1,3
1988,YUG,Aquatics,1,0,0
1988,YUG,Basketball,0,2,0
1988,YUG,Boxing,0,0,1
1988,YUG,Handball,0,0,1
1988,YUG,Rowing,0,0,1
1988,YUG,Shooting,2,0,1
1988,YUG,Table Tennis,0,1,1
1988,YUG,Wrestling,0,1,0
1992,ALG,Athletics,1,0,0
1992,ALG,Boxing,0,0,1
1992,ARG,Tennis,0,0,1
1992,AUS,Aquatics,1,3,5
1992,AUS,Athletics,0,0,2
1992,AUS,Canoe / Kayak,1,1,1
1992,AUS,Cycling,1,4,0
1992,AUS,Equestrian,3,0,0
1992,AUS,Hockey,0,1,0
1992,AUS,Rowing,2,0,0
1992,AUS,Sailing,0,0,2
1992,AUS,Tennis,0,0,1
1992,AUT,Equestrian,0,1,0
1992,AUT,Rowing,0,1,0
1992,BAH,Athletics,0,0,1
1992,BEL,Cycling,0,0,1
1992,BEL,Judo,0,0,1
1992,BEL,Rowing,0,1,0
1992,BRA,Aquatics,0,1,0
1992,BRA,Judo,1,0,0
1992,BRA,Volleyball,1,0,0
1992,BUL,Athletics,0,1,1
1992,BUL,Boxing,0,1,1
1992,BUL,Canoe / Kayak,2,0,1
1992,BUL,Shooting,0,2,1
1992,BUL,Weightlifting,1,2,1
1992,BUL,Wrestling,0,1,1
1992,CAN,Aquatics,2,1,1
1992,CAN,Athletics,1,1,1
1992,CAN,Boxing,0,1,1
1992,CAN,Cycling,0,0,1
1992,CAN,Judo,0,0,1
1992,CAN,Rowing,4,0,1
1992,CAN,Sailing,0,0,1
1992,CAN,Wrestling,0,1,0
1992,CHN,Aquatics,7,6,1
1992,CHN,Archery,0,1,0
1992,CHN,Athletics,1,1,2
1992,CHN,Badminton,0,1,3
1992,CHN,Basketball,0,1,0
1992,CHN,Fencing,0,1,0
1992,CHN,Gymnastics,2,4,2
1992,CHN,Judo,1,0,2
1992,CHN,Rowing,0,0,1
1992,CHN,Sailing,0,1,0
1992,CHN,Shooting,2,2,0
1992,CHN,Table Tennis,3,2,1
1992,CHN,Weightlifting,0,2,2
1992,CHN,Wrestling,0,0,1
1992,COL,Athletics,0,0,1
1992,CRO,Basketball,0,1,0
1992,CRO,Tennis,0,0,2
1992,CUB,Athletics,2,1,4
1992,CUB,Baseball,1,0,0
1992,CUB,Boxing,7,2,0
1992,CUB,Fencing,0,1,1
1992,CUB,Judo,1,1,3
1992,CUB,Volleyball,1,0,0
1992,CUB,Weightlifting,0,1,0
1992,CUB,Wrestling,2,0,3
1992,DEN,Badminton,0,0,1
1992,DEN,Boxing,0,0,1
1992,DEN,Canoe / Kayak,0,1,0
1992,DEN,Cycling,0,0,1
1992,DEN,Sailing,1,0,1
1992,ESP,Aquatics,1,1,0
1992,ESP,Archery,1,0,0
1992,ESP,Athletics,2,1,1
1992,ESP,Boxing,0,1,0
1992,ESP,Cycling,1,0,0
1992,ESP,Football,1,0,0
1992,ESP,Gymnastics,0,1,0
1992,ESP,Hockey,1,0,0
1992,ESP,Judo,2,0,0
1992,ESP,Sailing,4,1,0
1992,ESP,Tennis,0,2,1
1992,EST,Cycling,1,0,0
1992,EST,Sailing,0,0,1
1992,ETH,Athletics,1,0,2
1992,EUN,Aquatics,6,5,3
1992,EUN,Archery,0,0,2
1992,EUN,Athletics,7,11,3
1992,EUN,Basketball,1,0,0
1992,EUN,Boxing,0,1,1
1992,EUN,Canoe / Kayak,1,1,0
1992,EUN,Fencing,1,2,2
1992,EUN,Gymnastics,10,5,5
1992,EUN,Handball,1,0,1
1992,EUN,Judo,2,0,2
1992,EUN,Modern Pentathlon,0,1,1
1992,EUN,Rowing,0,0,1
1992,EUN,Shooting,5,2,1
1992,EUN,Tennis,0,0,2
1992,EUN,Volleyball,0,1,0
1992,EUN,Weightlifting,5,4,0
1992,EUN,Wrestling,6,5,5
1992,FIN,Aquatics,0,0,1
1992,FIN,Archery,0,1,0
1992,FIN,Athletics,0,1,0
1992,FIN,Boxing,0,0,1
1992,FIN,Canoe / Kayak,1,0,0
1992,FRA,Aquatics,0,0,3
1992,FRA,Archery,1,0,0
1992,FRA,Athletics,1,0,0
1992,FRA,Canoe / Kayak,0,1,3
1992,FRA,Cycling,0,1,1
1992,FRA,Equestrian,0,0,1
1992,FRA,Fencing,2,0,3
1992,FRA,Handball,0,0,1
1992,FRA,Judo,2,1,4
1992,FRA,Sailing,2,0,0
1992,FRA,Shooting,0,1,0
1992,FRA,Table Tennis,0,1,0
1992,GBR,Aquatics,0,0,1
1992,GBR,Archery,0,0,2
1992,GBR,Athletics,2,0,4
1992,GBR,Boxing,0,0,1
1992,GBR,Canoe / Kayak,0,1,0
1992,GBR,Cycling,1,0,0
1992,GBR,Hockey,0,0,1
1992,GBR,Judo,0,2,2
1992,GBR,Rowing,2,0,0
1992,GBR,Sailing,0,0,1
1992,GER,Aquatics,1,3,8
1992,GER,Athletics,4,1,5
1992,GER,Boxing,2,1,1
1992,GER,Canoe / Kayak,7,2,2
1992,GER,Cycling,4,2,0
1992,GER,Equestrian,4,2,2
1992,GER,Fencing,2,1,0
1992,GER,Gymnastics,0,1,2
1992,GER,Hockey,1,1,0
1992,GER,Judo,0,0,2
1992,GER,Rowing,4,3,3
1992,GER,Shooting,2,0,1
1992,GER,Table Tennis,0,1,0
1992,GER,Tennis,1,1,0
1992,GER,Weightlifting,1,0,2
1992,GER,Wrestling,1,2,0
1992,GHA,Football,0,0,1
1992,GRE,Athletics,1,0,0
1992,GRE,Weightlifting,1,0,0
1992,HUN,Aquatics,5,3,1
1992,HUN,Boxing,0,0,3
