Year,Country,Sport,Discipline,GoldCount,SilverCount,BronzeCount
2000,SWE,Table Tennis,Table Tennis,0,1,0
2000,SWE,Wrestling,Wrestling Gre-R,1,0,0
2000,THA,Boxing,Boxing,1,0,1
2000,THA,Weightlifting,Weightlifting,0,0,1
2000,TPE,Table Tennis,Table Tennis,0,0,1
2000,TPE,Taekwondo,Taekwondo,0,0,2
2000,TPE,Weightlifting,Weightlifting,0,1,1
2000,TRI,Athletics,Athletics,0,1,1
2000,TUR,Judo,Judo,1,0,0
2000,TUR,Taekwondo,Taekwondo,0,0,1
2000,TUR,Weightlifting,Weightlifting,1,0,0
2000,TUR,Wrestling,Wrestling Free.,0,0,1
2000,TUR,Wrestling,Wrestling Gre-R,1,0,0
2000,UKR,Aquatics,Diving,0,0,1
2000,UKR,Aquatics,Swimming,2,2,0
2000,UKR,Archery,Archery,0,1,0
2000,UKR,Athletics,Athletics,0,0,2
2000,UKR,Boxing,Boxing,0,2,3
2000,UKR,Cycling,Cycling Track,0,1,1
2000,UKR,Gymnastics,Artistic G.,0,1,1
2000,UKR,Gymnastics,Trampoline,0,1,0
2000,UKR,Judo,Judo,0,0,1
2000,UKR,Sailing,Sailing,0,0,1
2000,UKR,Shooting,Shooting,1,0,0
2000,UKR,Wrestling,Wrestling Free.,0,1,0
2000,UKR,Wrestling,Wrestling Gre-R,0,1,0
2000,URU,Cycling,Cycling Track,0,1,0
2000,USA,Aquatics,Diving,1,0,0
2000,USA,Aquatics,Swimming,13,8,10
2000,USA,Aquatics,Water polo,0,1,0
2000,USA,Archery,Archery,0,1,1
2000,USA,Athletics,Athletics,7,4,5
2000,USA,Baseball,Baseball,1,0,0
2000,USA,Basketball,Basketball,2,0,0
2000,USA,Boxing,Boxing,0,2,2
2000,USA,Cycling,Cycling Road,0,1,1
2000,USA,Cycling,Cycling Track,1,0,0
2000,USA,Equestrian,Dressage,0,0,2
2000,USA,Equestrian,Eventing,1,0,2
2000,USA,Football,Football,0,1,0
2000,USA,Gymnastics,Artistic G.,0,0,1
2000,USA,Modern Pentathlon,Modern Pentath.,0,1,0
2000,USA,Rowing,Rowing,0,1,2
2000,USA,Sailing,Sailing,1,2,1
2000,USA,Shooting,Shooting,1,0,2
2000,USA,Softball,Softball,1,0,0
2000,USA,Taekwondo,Taekwondo,1,0,0
2000,USA,Tennis,Tennis,2,0,1
2000,USA,Volleyball,Beach volley.,1,0,0
2000,USA,Weightlifting,Weightlifting,1,0,1
2000,USA,Wrestling,Wrestling Free.,1,1,2
2000,USA,Wrestling,Wrestling Gre-R,1,1,1
2000,UZB,Boxing,Boxing,1,0,2
2000,UZB,Wrestling,Wrestling Free.,0,1,0
2000,VIE,Taekwondo,Taekwondo,0,1,0
2000,YUG,Aquatics,Water polo,0,0,1
2000,YUG,Shooting,Shooting,0,1,0
2000,YUG,Volleyball,Volleyball,1,0,0
2004,ARG,Aquatics,Swimming,0,0,1
2004,ARG,Basketball,Basketball,1,0,0
2004,ARG,Football,Football,1,0,0
2004,ARG,Hockey,Hockey,0,0,1
2004,ARG,Sailing,Sailing,0,0,1
2004,ARG,Tennis,Tennis,0,0,1
2004,AUS,Aquatics,Diving,1,1,4
2004,AUS,Aquatics,Swimming,7,5,3
2004,AUS,Archery,Archery,0,0,1
2004,AUS,Athletics,Athletics,0,1,2
2004,AUS,Baseball,Baseball,0,1,0
2004,AUS,Basketball,Basketball,0,1,0
2004,AUS,Canoe / Kayak,Canoe / Kayak F,0,2,0
2004,AUS,Cycling,Cycling Road,1,0,0
2004,AUS,Cycling,Cycling Track,5,2,2
2004,AUS,Hockey,Hockey,1,0,0
2004,AUS,Rowing,Rowing,1,1,2
2004,AUS,Shooting,Shooting,1,0,1
2004,AUS,Softball,Softball,0,1,0
2004,AUS,Tennis,Tennis,0,0,1
2004,AUS,Triathlon,Triathlon,0,1,0
2004,AUT,Aquatics,Swimming,0,2,0
2004,AUT,Judo,Judo,0,1,0
2004,AUT,Sailing,Sailing,1,1,0
2004,AUT,Shooting,Shooting,0,0,1
2004,AUT,Triathlon,Triathlon,1,0,0
2004,AZE,Boxing,Boxing,0,0,2
2004,AZE,Shooting,Shooting,0,0,2
2004,AZE,Wrestling,Wrestling Gre-R,1,0,0
2004,BAH,Athletics,Athletics,1,0,1
2004,BEL,Cycling,Cycling Road,0,0,1
2004,BEL,Judo,Judo,0,0,1
2004,BEL,Tennis,Tennis,1,0,0
2004,BLR,Athletics,Athletics,1,1,1
2004,BLR,Boxing,Boxing,0,2,0
2004,BLR,Canoe / Kayak,Canoe / Kayak F,0,0,1
2004,BLR,Cycling,Cycling Track,0,0,1
2004,BLR,Judo,Judo,1,0,0
2004,BLR,Rowing,Rowing,0,1,1
2004,BLR,Shooting,Shooting,0,0,1
2004,BLR,Weightlifting,Weightlifting,0,2,1
2004,BLR,Wrestling,Wrestling Gre-R,0,0,1
2004,BRA,Athletics,Athletics,0,0,1
2004,BRA,Equestrian,Jumping,1,0,0
2004,BRA,Football,Football,0,1,0
2004,BRA,Judo,Judo,0,0,2
2004,BRA,Sailing,Sailing,2,0,0
2004,BRA,Volleyball,Beach volley.,1,1,0
2004,BRA,Volleyball,Volleyball,1,0,0
2004,BUL,Boxing,Boxing,0,0,1
2004,BUL,Gymnastics,Artistic G.,0,1,1
2004,BUL,Gymnastics,Rhythmic G.,0,0,1
2004,BUL,Judo,Judo,0,0,1
2004,BUL,Rowing,Rowing,0,0,2
2004,BUL,Shooting,Shooting,1,0,1
2004,BUL,Weightlifting,Weightlifting,1,0,1
2004,BUL,Wrestling,Wrestling Gre-R,0,0,1
2004,CAN,Aquatics,Diving,0,1,1
2004,CAN,Canoe / Kayak,Canoe / Kayak F,1,0,2
2004,CAN,Cycling,Cycling Track,1,0,0
2004,CAN,Cycling,Mountain Bike,0,1,0
2004,CAN,Gymnastics,Artistic G.,1,0,0
2004,CAN,Gymnastics,Trampoline,0,1,0
2004,CAN,Rowing,Rowing,0,1,0
2004,CAN,Sailing,Sailing,0,1,0
2004,CAN,Wrestling,Wrestling Free.,0,1,0
2004,CHI,Tennis,Tennis,2,0,1
2004,CHN,Aquatics,Diving,6,2,1
2004,CHN,Aquatics,Swimming,1,1,0
2004,CHN,Archery,Archery,0,1,0
2004,CHN,Athletics,Athletics,2,0,0
2004,CHN,Badminton,Badminton,3,1,1
2004,CHN,Boxing,Boxing,0,0,1
2004,CHN,Canoe / Kayak,Canoe / Kayak F,1,0,0
2004,CHN,Cycling,Cycling Track,0,1,0
2004,CHN,Fencing,Fencing,0,3,0
2004,CHN,Gymnastics,Artistic G.,1,0,2
2004,CHN,Gymnastics,Trampoline,0,0,1
2004,CHN,Judo,Judo,1,1,3
2004,CHN,Sailing,Sailing,0,1,0
2004,CHN,Shooting,Shooting,4,2,3
2004,CHN,Table Tennis,Table Tennis,3,1,2
2004,CHN,Taekwondo,Taekwondo,2,0,0
2004,CHN,Tennis,Tennis,1,0,0
2004,CHN,Volleyball,Volleyball,1,0,0
2004,CHN,Weightlifting,Weightlifting,5,3,0
2004,CHN,Wrestling,Wrestling Free.,1,0,0
2004,CMR,Athletics,Athletics,1,0,0
2004,COL,Cycling,Cycling Track,0,0,1
2004,COL,Weightlifting,Weightlifting,0,0,1
2004,CRO,Aquatics,Swimming,0,1,0
2004,CRO,Handball,Handball,1,0,0
2004,CRO,Rowing,Rowing,0,1,0
2004,CRO,Tennis,Tennis,0,0,1
2004,CRO,Weightlifting,Weightlifting,0,0,1
2004,CUB,Athletics,Athletics,2,1,2
2004,CUB,Baseball,Baseball,1,0,0
2004,CUB,Boxing,Boxing,5,2,1
2004,CUB,Canoe / Kayak,Canoe / Kayak F,0,1,0
2004,CUB,Judo,Judo,0,1,5
2004,CUB,Shooting,Shooting,0,0,1
2004,CUB,Taekwondo,Taekwondo,0,1,0
2004,CUB,Volleyball,Volleyball,0,0,1
2004,CUB,Wrestling,Wrestling Free.,1,0,1
2004,CUB,Wrestling,Wrestling Gre-R,0,1,0
2004,CZE,Athletics,Athletics,1,0,1
2004,CZE,Canoe / Kayak,Canoe / Kayak S,0,0,1
2004,CZE,Modern Pentathlon,Modern Pentath.,0,0,1
2004,CZE,Rowing,Rowing,0,1,0
2004,CZE,Sailing,Sailing,0,1,0
2004,CZE,Shooting,Shooting,0,1,1
2004,DEN,Athletics,Athletics,0,0,2
2004,DEN,Badminton,Badminton,0,0,2
2004,DEN,Handball,Handball,1,0,0
2004,DEN,Rowing,Rowing,1,0,0
2004,DEN,Sailing,Sailing,0,0,2
2004,DEN,Table Tennis,Table Tennis,0,0,1
2004,DOM,Athletics,Athletics,1,0,0
2004,EGY,Boxing,Boxing,0,1,2
2004,EGY,Taekwondo,Taekwondo,0,0,1
2004,EGY,Wrestling,Wrestling Gre-R,1,0,0
2004,ERI,Athletics,Athletics,0,0,1
2004,ESP,Athletics,Athletics,0,1,1
2004,ESP,Canoe / Kayak,Canoe / Kayak F,1,1,0
2004,ESP,Cycling,Cycling Track,0,2,2
2004,ESP,Cycling,Mountain Bike,0,1,0
2004,ESP,Equestrian,Dressage,0,2,1
2004,ESP,Gymnastics,Artistic G.,1,0,1
2004,ESP,Sailing,Sailing,1,2,0
2004,ESP,Shooting,Shooting,0,1,0
2004,ESP,Volleyball,Beach volley.,0,1,0
2004,EST,Athletics,Athletics,0,0,1
2004,EST,Judo,Judo,0,0,1
2004,EST,Rowing,Rowing,0,1,0
2004,ETH,Athletics,Athletics,2,3,2
2004,FIN,Shooting,Shooting,0,1,0
2004,FIN,Wrestling,Wrestling Gre-R,0,1,0
2004,FRA,Aquatics,Swimming,1,2,3
2004,FRA,Athletics,Athletics,0,0,2
2004,FRA,Boxing,Boxing,0,1,0
2004,FRA,Canoe / Kayak,Canoe / Kayak S,2,0,1
2004,FRA,Cycling,Cycling Track,0,1,1
2004,FRA,Cycling,Mountain Bike,1,0,0
2004,FRA,Equestrian,Eventing,1,0,0
2004,FRA,Fencing,Fencing,3,1,2
2004,FRA,Gymnastics,Artistic G.,1,0,0
2004,FRA,Judo,Judo,0,1,0
2004,FRA,Rowing,Rowing,1,1,0
2004,FRA,Sailing,Sailing,1,0,1
2004,FRA,Taekwondo,Taekwondo,0,1,1
2004,FRA,Tennis,Tennis,0,1,0
2004,FRA,Wrestling,Wrestling Free.,0,0,2
2004,GBR,Aquatics,Diving,0,1,0
2004,GBR,Aquatics,Swimming,0,0,2
2004,GBR,Archery,Archery,0,0,1
2004,GBR,Athletics,Athletics,3,0,1
2004,GBR,Badminton,Badminton,0,2,0
2004,GBR,Boxing,Boxing,0,1,0
2004,GBR,Canoe / Kayak,Canoe / Kayak F,0,0,1
2004,GBR,Canoe / Kayak,Canoe / Kayak S,0,1,1
2004,GBR,Cycling,Cycling Track,2,1,1
2004,GBR,Equestrian,Eventing,1,2,1
2004,GBR,Modern Pentathlon,Modern Pentath.,0,0,1
2004,GBR,Rowing,Rowing,1,2,1
2004,GBR,Sailing,Sailing,2,1,2
2004,GEO,Judo,Judo,1,1,0
2004,GEO,Weightlifting,Weightlifting,1,0,0
2004,GEO,Wrestling,Wrestling Gre-R,0,1,0
2004,GER,Aquatics,Diving,0,1,0
2004,GER,Aquatics,Swimming,0,1,4
2004,GER,Athletics,Athletics,0,2,0
2004,GER,Boxing,Boxing,0,0,2
2004,GER,Canoe / Kayak,Canoe / Kayak F,4,3,0
2004,GER,Canoe / Kayak,Canoe / Kayak S,0,1,1
2004,GER,Cycling,Cycling Road,0,1,0
2004,GER,Cycling,Cycling Track,1,0,3
2004,GER,Cycling,Mountain Bike,0,0,1
2004,GER,Equestrian,Dressage,2,1,0
2004,GER,Equestrian,Jumping,0,0,2
2004,GER,Fencing,Fencing,0,1,1
2004,GER,Football,Football,0,0,1
2004,GER,Gymnastics,Trampoline,1,0,1
2004,GER,Handball,Handball,0,1,0
2004,GER,Hockey,Hockey,1,0,1
2004,GER,Judo,Judo,1,0,3
2004,GER,Rowing,Rowing,2,2,0
2004,GER,Shooting,Shooting,2,1,0
2004,GER,Tennis,Tennis,0,1,0
2004,GRE,Aquatics,Diving,1,0,0
2004,GRE,Aquatics,Water polo,0,1,0
2004,GRE,Athletics,Athletics,2,2,1
2004,GRE,Gymnastics,Artistic G.,1,0,0
2004,GRE,Judo,Judo,1,0,0
2004,GRE,Rowing,Rowing,0,0,1
2004,GRE,Sailing,Sailing,1,1,0
2004,GRE,Taekwondo,Taekwondo,0,2,0
2004,GRE,Weightlifting,Weightlifting,0,0,1
2004,GRE,Wrestling,Wrestling Gre-R,0,0,1
2004,HKG,Table Tennis,Table Tennis,0,1,0
2004,HUN,Aquatics,Swimming,0,1,1
2004,HUN,Aquatics,Water polo,1,0,0
2004,HUN,Athletics,Athletics,0,1,0
2004,HUN,Canoe / Kayak,Canoe / Kayak F,3,1,2
2004,HUN,Fencing,Fencing,1,2,0
2004,HUN,Modern Pentathlon,Modern Pentath.,1,0,0
2004,HUN,Shooting,Shooting,1,0,0
2004,HUN,Weightlifting,Weightlifting,0,1,0
2004,HUN,Wrestling,Wrestling Gre-R,1,0,0
2004,INA,Badminton,Badminton,1,0,2
2004,INA,Weightlifting,Weightlifting,0,1,0
2004,IND,Shooting,Shooting,0,1,0
2004,IRI,Taekwondo,Taekwondo,1,0,1
2004,IRI,Weightlifting,Weightlifting,1,0,0
2004,IRI,Wrestling,Wrestling Free.,0,2,1
2004,ISR,Judo,Judo,0,0,1
2004,ISR,Sailing,Sailing,1,0,0
2004,ITA,Aquatics,Swimming,0,1,1
2004,ITA,Aquatics,Water polo,1,0,0
2004,ITA,Archery,Archery,1,0,0
2004,ITA,Athletics,Athletics,2,0,1
2004,ITA,Basketball,Basketball,0,1,0
2004,ITA,Boxing,Boxing,0,0,1
2004,ITA,Canoe / Kayak,Canoe / Kayak F,0,2,0
2004,ITA,Cycling,Cycling Road,1,0,0
2004,ITA,Fencing,Fencing,3,3,1
2004,ITA,Football,Football,0,0,1
2004,ITA,Gymnastics,Artistic G.,1,0,1
2004,ITA,Gymnastics,Rhythmic G.,0,1,0
2004,ITA,Judo,Judo,0,0,1
2004,ITA,Rowing,Rowing,0,0,3
2004,ITA,Sailing,Sailing,0,0,1
2004,ITA,Shooting,Shooting,1,2,0
2004,ITA,Volleyball,Volleyball,0,1,0
2004,JAM,Athletics,Athletics,2,1,2
2004,JPN,Aquatics,Swimming,3,1,4
2004,JPN,Aquatics,Synchronized S.,0,2,0
2004,JPN,Archery,Archery,0,1,0
2004,JPN,Athletics,Athletics,2,0,0
2004,JPN,Baseball,Baseball,0,0,1
2004,JPN,Cycling,Cycling Track,0,1,0
2004,JPN,Gymnastics,Artistic G.,1,1,2
2004,JPN,Judo,Judo,8,2,0
2004,JPN,Sailing,Sailing,0,0,1
2004,JPN,Softball,Softball,0,0,1
2004,JPN,Wrestling,Wrestling Free.,2,1,3
2004,KAZ,Athletics,Athletics,0,0,1
2004,KAZ,Boxing,Boxing,1,1,1
2004,KAZ,Weightlifting,Weightlifting,0,1,0
2004,KAZ,Wrestling,Wrestling Free.,0,1,0
2004,KAZ,Wrestling,Wrestling Gre-R,0,1,1
2004,KEN,Athletics,Athletics,1,4,2
2004,KOR,Archery,Archery,3,1,0
2004,KOR,Badminton,Badminton,1,2,1
2004,KOR,Boxing,Boxing,0,0,2
2004,KOR,Gymnastics,Artistic G.,0,1,1
2004,KOR,Handball,Handball,0,1,0
2004,KOR,Judo,Judo,1,1,1
2004,KOR,Shooting,Shooting,0,2,1
2004,KOR,Table Tennis,Table Tennis,1,1,1
2004,KOR,Taekwondo,Taekwondo,2,0,2
2004,KOR,Weightlifting,Weightlifting,0,2,0
2004,KOR,Wrestling,Wrestling Free.,0,1,0
2004,KOR,Wrestling,Wrestling Gre-R,1,0,0
2004,LAT,Athletics,Athletics,0,1,0
2004,LAT,Gymnastics,Artistic G.,0,1,0
2004,LAT,Modern Pentathlon,Modern Pentath.,0,1,0
2004,LAT,Weightlifting,Weightlifting,0,1,0
2004,LTU,Athletics,Athletics,1,1,0
2004,LTU,Modern Pentathlon,Modern Pentath.,0,1,0
2004,MAR,Athletics,Athletics,2,1,0
2004,MEX,Athletics,Athletics,0,1,0
2004,MEX,Cycling,Cycling Track,0,1,0
2004,MEX,Taekwondo,Taekwondo,0,1,1
2004,MGL,Judo,Judo,0,0,1
2004,NED,Aquatics,Swimming,2,3,2
2004,NED,Badminton,Badminton,0,1,0
2004,NED,Cycling,Cycling Road,1,0,0
2004,NED,Cycling,Cycling Track,0,1,1
2004,NED,Cycling,Mountain Bike,0,0,1
2004,NED,Equestrian,Dressage,1,0,0
2004,NED,Hockey,Hockey,0,2,0
2004,NED,Judo,Judo,0,1,3
2004,NED,Rowing,Rowing,0,1,2
2004,NGR,Athletics,Athletics,0,0,2
2004,NOR,Athletics,Athletics,1,0,0
2004,NOR,Canoe / Kayak,Canoe / Kayak F,1,0,1
2004,NOR,Cycling,Mountain Bike,1,0,0
2004,NOR,Rowing,Rowing,1,0,0
2004,NOR,Sailing,Sailing,1,0,0
2004,NZL,Canoe / Kayak,Canoe / Kayak F,0,1,0
2004,NZL,Cycling,Cycling Track,1,0,0
2004,NZL,Rowing,Rowing,1,0,0
2004,NZL,Triathlon,Triathlon,1,1,0
2004,PAR,Football,Football,0,1,0
2004,POL,Aquatics,Swimming,1,2,0
2004,POL,Athletics,Athletics,1,0,1
2004,POL,Canoe / Kayak,Canoe / Kayak F,0,0,1
2004,POL,Fencing,Fencing,0,0,1
2004,POL,Rowing,Rowing,1,0,0
2004,POL,Sailing,Sailing,0,0,1
2004,POL,Weightlifting,Weightlifting,0,0,1
2004,POR,Athletics,Athletics,0,1,1
2004,POR,Cycling,Cycling Road,0,1,0
2004,PRK,Boxing,Boxing,0,1,0
2004,PRK,Judo,Judo,0,1,0
2004,PRK,Shooting,Shooting,0,0,1
2004,PRK,Table Tennis,Table Tennis,0,1,0
2004,PRK,Weightlifting,Weightlifting,0,1,0
2004,ROU,Aquatics,Swimming,1,0,1
2004,ROU,Athletics,Athletics,0,2,1
2004,ROU,Boxing,Boxing,0,0,1
2004,ROU,Gymnastics,Artistic G.,4,3,3
2004,ROU,Rowing,Rowing,3,0,0
2004,RSA,Aquatics,Swimming,1,1,1
2004,RSA,Athletics,Athletics,0,2,0
2004,RSA,Rowing,Rowing,0,0,1
2004,RUS,Aquatics,Diving,0,2,2
2004,RUS,Aquatics,Swimming,0,1,0
2004,RUS,Aquatics,Synchronized S.,2,0,0
2004,RUS,Aquatics,Water polo,0,0,1
2004,RUS,Athletics,Athletics,6,7,7
2004,RUS,Basketball,Basketball,0,0,1
2004,RUS,Boxing,Boxing,3,0,3
2004,RUS,Canoe / Kayak,Canoe / Kayak F,0,1,2
2004,RUS,Cycling,Cycling Road,0,1,1
2004,RUS,Cycling,Cycling Track,2,1,0
2004,RUS,Fencing,Fencing,1,0,3
2004,RUS,Gymnastics,Artistic G.,0,1,2
2004,RUS,Gymnastics,Rhythmic G.,2,1,0
2004,RUS,Gymnastics,Trampoline,0,1,0
2004,RUS,Handball,Handball,0,0,1
2004,RUS,Judo,Judo,0,2,3
2004,RUS,Modern Pentathlon,Modern Pentath.,1,0,0
2004,RUS,Rowing,Rowing,1,0,0
2004,RUS,Shooting,Shooting,3,4,3
2004,RUS,Volleyball,Volleyball,0,1,1
2004,RUS,Weightlifting,Weightlifting,1,2,5
2004,RUS,Wrestling,Wrestling Free.,3,1,2
2004,RUS,Wrestling,Wrestling Gre-R,2,1,1
2004,SCG,Aquatics,Water polo,0,1,0
2004,SCG,Shooting,Shooting,0,1,0
2004,SLO,Athletics,Athletics,0,0,1
2004,SLO,Judo,Judo,0,0,1
2004,SLO,Rowing,Rowing,0,1,0
2004,SLO,Sailing,Sailing,0,0,1
2004,SUI,Cycling,Cycling Road,0,0,1
2004,SUI,Cycling,Cycling Track,0,1,0
2004,SUI,Fencing,Fencing,1,0,0
2004,SUI,Triathlon,Triathlon,0,0,1
2004,SUI,Volleyball,Beach volley.,0,0,1
2004,SVK,Canoe / Kayak,Canoe / Kayak F,0,0,1
2004,SVK,Canoe / Kayak,Canoe / Kayak S,2,1,0
2004,SVK,Judo,Judo,0,1,0
2004,SVK,Shooting,Shooting,0,0,1
2004,SWE,Athletics,Athletics,3,0,0
2004,SWE,Canoe / Kayak,Canoe / Kayak F,1,0,0
2004,SWE,Equestrian,Jumping,0,2,0
2004,SWE,Sailing,Sailing,0,0,1
2004,SWE,Wrestling,Wrestling Gre-R,0,1,0
2004,SYR,Boxing,Boxing,0,0,1
2004,THA,Boxing,Boxing,1,1,1
2004,THA,Taekwondo,Taekwondo,0,0,1
2004,THA,Weightlifting,Weightlifting,2,0,2
2004,TPE,Archery,Archery,0,1,1
2004,TPE,Taekwondo,Taekwondo,2,1,0
2004,TRI,Aquatics,Swimming,0,0,1
2004,TUR,Athletics,Athletics,0,0,1
2004,TUR,Boxing,Boxing,0,1,0
2004,TUR,Taekwondo,Taekwondo,0,1,0
2004,TUR,Weightlifting,Weightlifting,3,0,1
2004,TUR,Wrestling,Wrestling Free.,0,0,1
2004,TUR,Wrestling,Wrestling Gre-R,0,1,1
2004,UAE,Shooting,Shooting,1,0,0
2004,UKR,Aquatics,Swimming,2,0,1
2004,UKR,Archery,Archery,0,0,1
2004,UKR,Athletics,Athletics,1,1,2
2004,UKR,Canoe / Kayak,Canoe / Kayak F,0,0,1
2004,UKR,Fencing,Fencing,0,0,1
2004,UKR,Gymnastics,Artistic G.,1,0,0
2004,UKR,Gymnastics,Rhythmic G.,0,0,1
2004,UKR,Gymnastics,Trampoline,1,0,0
2004,UKR,Handball,Handball,0,0,1
2004,UKR,Judo,Judo,0,1,0
2004,UKR,Rowing,Rowing,0,0,1
2004,UKR,Sailing,Sailing,0,2,0
2004,UKR,Shooting,Shooting,1,0,0
2004,UKR,Weightlifting,Weightlifting,1,1,0
2004,UKR,Wrestling,Wrestling Free.,2,0,0
2004,USA,Aquatics,Swimming,12,9,7
2004,USA,Aquatics,Synchronized S.,0,0,2
2004,USA,Aquatics,Water polo,0,0,1
2004,USA,Athletics,Athletics,8,12,5
2004,USA,Basketball,Basketball,1,0,1
2004,USA,Boxing,Boxing,1,0,1
2004,USA,Canoe / Kayak,Canoe / Kayak S,0,1,0
2004,USA,Cycling,Cycling Road,1,1,1
2004,USA,Equestrian,Dressage,0,0,2
2004,USA,Equestrian,Eventing,0,1,2
2004,USA,Equestrian,Jumping,2,1,0
2004,USA,Fencing,Fencing,1,0,1
2004,USA,Football,Football,1,0,0
2004,USA,Gymnastics,Artistic G.,2,6,1
2004,USA,Judo,Judo,0,0,1
2004,USA,Rowing,Rowing,1,1,0
2004,USA,Sailing,Sailing,1,1,0
2004,USA,Shooting,Shooting,2,1,0
2004,USA,Softball,Softball,1,0,0
2004,USA,Taekwondo,Taekwondo,1,1,0
2004,USA,Tennis,Tennis,0,1,0
2004,USA,Triathlon,Triathlon,0,0,1
2004,USA,Volleyball,Beach volley.,1,0,1
2004,USA,Wrestling,Wrestling Free.,1,3,1
2004,USA,Wrestling,Wrestling Gre-R,0,0,1
2004,UZB,Boxing,Boxing,0,0,2
2004,UZB,Wrestling,Wrestling Free.,1,1,0
2004,UZB,Wrestling,Wrestling Gre-R,1,0,0
2004,VEN,Taekwondo,Taekwondo,0,0,1
2004,VEN,Weightlifting,Weightlifting,0,0,1
2004,ZIM,Aquatics,Swimming,1,1,1
2008,AFG,Taekwondo,Taekwondo,0,0,1
2008,ALG,Judo,Judo,0,1,1
2008,ARG,Basketball,Basketball,0,0,1
2008,ARG,Cycling,Cycling Track,1,0,0
2008,ARG,Football,Football,1,0,0
2008,ARG,Hockey,Hockey,0,0,1
2008,ARG,Judo,Judo,0,0,1
2008,ARG,Sailing,Sailing,0,0,1
2008,ARM,Boxing,Boxing,0,0,1
2008,ARM,Weightlifting,Weightlifting,0,0,3
2008,ARM,Wrestling,Wrestling Gre-R,0,0,2
2008,AUS,Aquatics,Diving,1,1,0
2008,AUS,Aquatics,Swimming,6,6,8
2008,AUS,Aquatics,Water polo,0,0,1
2008,AUS,Athletics,Athletics,1,2,1
2008,AUS,Basketball,Basketball,0,1,0
2008,AUS,Canoe / Kayak,Canoe / Kayak F,1,0,2
2008,AUS,Canoe / Kayak,Canoe / Kayak S,0,1,1
2008,AUS,Cycling,Cycling Track,0,1,0
2008,AUS,Equestrian,Eventing,0,2,0
2008,AUS,Hockey,Hockey,0,0,1
2008,AUS,Rowing,Rowing,2,1,0
2008,AUS,Sailing,Sailing,2,1,0
2008,AUS,Shooting,Shooting,0,0,1
2008,AUS,Softball,Softball,0,0,1
2008,AUS,Triathlon,Triathlon,1,0,1
2008,AUT,Aquatics,Swimming,0,0,1
2008,AUT,Canoe / Kayak,Canoe / Kayak S,0,0,1
2008,AUT,Judo,Judo,0,1,0
2008,AZE,Boxing,Boxing,0,0,1
2008,AZE,Judo,Judo,1,0,1
2008,AZE,Wrestling,Wrestling Free.,0,0,2
2008,AZE,Wrestling,Wrestling Gre-R,0,2,0
2008,BAH,Athletics,Athletics,0,1,1
2008,BEL,Athletics,Athletics,1,1,0
2008,BLR,Athletics,Athletics,1,3,3
2008,BLR,Canoe / Kayak,Canoe / Kayak F,2,0,1
2008,BLR,Gymnastics,Rhythmic G.,0,1,1
2008,BLR,Rowing,Rowing,0,0,2
2008,BLR,Weightlifting,Weightlifting,1,1,1
2008,BLR,Wrestling,Wrestling Free.,0,0,1
2008,BLR,Wrestling,Wrestling Gre-R,0,0,1
2008,BRA,Aquatics,Swimming,1,0,1
2008,BRA,Athletics,Athletics,1,0,0
2008,BRA,Football,Football,0,1,1
2008,BRA,Judo,Judo,0,0,3
2008,BRA,Sailing,Sailing,0,1,1
2008,BRA,Taekwondo,Taekwondo,0,0,1
2008,BRA,Volleyball,Beach volley.,0,1,1
2008,BRA,Volleyball,Volleyball,1,1,0
2008,BUL,Rowing,Rowing,1,0,0
2008,BUL,Wrestling,Wrestling Free.,0,1,2
2008,BUL,Wrestling,Wrestling Gre-R,0,0,1
2008,CAN,Aquatics,Diving,0,2,0
2008,CAN,Aquatics,Swimming,0,0,1
2008,CAN,Athletics,Athletics,0,0,1
2008,CAN,Canoe / Kayak,Canoe / Kayak F,0,1,1
2008,CAN,Equestrian,Jumping,1,2,0
2008,CAN,Gymnastics,Trampoline,0,2,0
2008,CAN,Rowing,Rowing,1,1,2
2008,CAN,Taekwondo,Taekwondo,0,1,0
2008,CAN,Triathlon,Triathlon,0,1,0
2008,CAN,Wrestling,Wrestling Free.,1,0,1
2008,CHI,Tennis,Tennis,0,1,0
2008,CHN,Aquatics,Diving,7,1,3
2008,CHN,Aquatics,Swimming,1,3,2
2008,CHN,Aquatics,Synchronized S.,0,0,1
2008,CHN,Archery,Archery,1,1,1
2008,CHN,Athletics,Athletics,0,0,2
2008,CHN,Badminton,Badminton,3,2,3
2008,CHN,Boxing,Boxing,2,1,1
2008,CHN,Canoe / Kayak,Canoe / Kayak F,1,0,0
2008,CHN,Cycling,Cycling Track,0,0,1
2008,CHN,Fencing,Fencing,1,1,0
2008,CHN,Gymnastics,Artistic G.,9,1,4
2008,CHN,Gymnastics,Rhythmic G.,0,1,0
2008,CHN,Gymnastics,Trampoline,2,0,1
2008,CHN,Hockey,Hockey,0,1,0
2008,CHN,Judo,Judo,3,0,1
2008,CHN,Rowing,Rowing,1,1,0
2008,CHN,Sailing,Sailing,1,0,1
2008,CHN,Shooting,Shooting,5,2,1
2008,CHN,Table Tennis,Table Tennis,4,2,2
2008,CHN,Taekwondo,Taekwondo,1,0,1
2008,CHN,Tennis,Tennis,0,0,1
2008,CHN,Volleyball,Beach volley.,0,1,1
2008,CHN,Volleyball,Volleyball,0,0,1
2008,CHN,Weightlifting,Weightlifting,8,1,0
